item_id,ico,iGrade,iName,itemLv,itemWearLv,iCategory,available_for,attributes,blue_info,red_info,white_info,gold_coin,silver_coin,bronze_coin,type,level,wearable_job,wearable_race,maximum_usage_count,possible_number,action_bar_text,acquisition_path
"341334","150198","5","맹세의 기발한 바지","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","60","89","","방어구","55","전체","전체","0","0","","45Ƽ"
"341335","70197","5","맹세의 기발한 요대","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","방어구","55","전체","전체","0","0","","45Ƽ"
"341336","110197","5","맹세의 기발한 장갑","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","32","48","","방어구","55","전체","전체","0","0","","45Ƽ"
"341337","90198","5","맹세의 기발한 장화","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","36","54","","방어구","55","전체","전체","0","0","","45Ƽ"
"350101","130196","6","영광의 심오한 모자","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","메이지","전체","0","0","","45"
"350102","170195","6","영광의 심오한 어깨덧옷","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","메이지","전체","0","0","","45"
"350103","190201","6","영광의 심오한 윗옷","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","메이지","전체","0","0","","45"
"350104","150197","6","영광의 심오한 바지","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","메이지","전체","0","0","","45"
"350105","70196","6","영광의 심오한 장식끈","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","메이지","전체","0","0","","45"
"350106","110196","6","영광의 심오한 장갑","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","메이지","전체","0","0","","45"
"350107","90197","6","영광의 심오한 장화","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","메이지","전체","0","0","","45"
"642081","130264","5","모험가의 구원하는 투구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","52","78","","방어구","55","전체","전체","0","0","","45Ƽ"
"642082","170263","5","모험가의 구원하는 어깨덧옷","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","48","72","","방어구","55","전체","전체","0","0","","45Ƽ"
"642083","190282","5","모험가의 구원하는 가슴보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","64","95","","방어구","55","전체","전체","0","0","","45Ƽ"
"642084","150263","5","모험가의 구원하는 하의","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","60","89","","방어구","55","전체","전체","0","0","","45Ƽ"
"642085","70263","5","모험가의 구원하는 허리끈","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","방어구","55","전체","전체","0","0","","45Ƽ"
"642086","110263","5","모험가의 구원하는 손보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","32","48","","방어구","55","전체","전체","0","0","","45Ƽ"
"642087","90264","5","모험가의 구원하는 발보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","36","54","","방어구","55","전체","전체","0","0","","45Ƽ"
"642111","130264","5","모험가의 희생하는 투구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","52","78","","방어구","55","전체","전체","0","0","","45Ƽ"
"642112","170263","5","모험가의 희생하는 견갑","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","48","72","","방어구","55","전체","전체","0","0","","45Ƽ"
"642113","190282","5","모험가의 희생하는 가슴보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","64","95","","방어구","55","전체","전체","0","0","","45Ƽ"
"642114","150263","5","모험가의 희생하는 하의","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","60","89","","방어구","55","전체","전체","0","0","","45Ƽ"
"642115","70263","5","모험가의 희생하는 혁대","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","방어구","55","전체","전체","0","0","","45Ƽ"
"642116","110263","5","모험가의 희생하는 손가리개","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","32","48","","방어구","55","전체","전체","0","0","","45Ƽ"
"642117","90264","5","모험가의 희생하는 발보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","36","54","","방어구","55","전체","전체","0","0","","45Ƽ"
"642171","130291","5","원한의 희생하는 머리보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","52","78","","방어구","55","전체","전체","0","0","","45Ƽ"
"642172","170290","5","원한의 희생하는 어깨보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","48","72","","방어구","55","전체","전체","0","0","","45Ƽ"
"642173","190315","5","원한의 희생하는 흉갑","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","64","95","","방어구","55","전체","전체","0","0","","45Ƽ"
"642174","150290","5","원한의 희생하는 각반","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","60","89","","방어구","55","전체","전체","0","0","","45Ƽ"
"642175","70290","5","원한의 희생하는 장식끈","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","방어구","55","전체","전체","0","0","","45Ƽ"
"642176","110290","5","원한의 희생하는 손가리개","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","32","48","","방어구","55","전체","전체","0","0","","45Ƽ"
"642177","90291","5","원한의 희생하는 발보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","36","54","","방어구","55","전체","전체","0","0","","45Ƽ"
"642201","130291","5","원한의 구원하는 머리보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","52","78","","방어구","55","전체","전체","0","0","","45Ƽ"
"642202","170290","5","원한의 구원하는 어깨덧옷","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","48","72","","방어구","55","전체","전체","0","0","","45Ƽ"
"642203","190315","5","원한의 구원하는 가슴보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","64","95","","방어구","55","전체","전체","0","0","","45Ƽ"
"642204","150290","5","원한의 구원하는 바지","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","60","89","","방어구","55","전체","전체","0","0","","45Ƽ"
"642205","70290","5","원한의 구원하는 혁대","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","방어구","55","전체","전체","0","0","","45Ƽ"
"642206","110290","5","원한의 구원하는 장갑","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","32","48","","방어구","55","전체","전체","0","0","","45Ƽ"
"642207","90291","5","원한의 구원하는 장화","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","36","54","","방어구","55","전체","전체","0","0","","45Ƽ"
"642261","130044","5","맹세의 인내하는 머리보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","52","78","","방어구","55","전체","전체","0","0","","45Ƽ"
"642262","170043","5","맹세의 인내하는 견갑","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","48","72","","방어구","55","전체","전체","0","0","","45Ƽ"
"642263","190030","5","맹세의 인내하는 갑옷","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","64","95","","방어구","55","전체","전체","0","0","","45Ƽ"
"642264","150045","5","맹세의 인내하는 다리보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","60","89","","방어구","55","전체","전체","0","0","","45Ƽ"
"642265","70044","5","맹세의 인내하는 장식끈","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","방어구","55","전체","전체","0","0","","45Ƽ"
"642266","110044","5","맹세의 인내하는 손가리개","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","32","48","","방어구","55","전체","전체","0","0","","45Ƽ"
"642267","90045","5","맹세의 인내하는 신발","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","36","54","","방어구","55","전체","전체","0","0","","45Ƽ"
"642291","130044","5","맹세의 섬기는 투구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","52","78","","방어구","55","전체","전체","0","0","","45Ƽ"
"642292","170043","5","맹세의 섬기는 어깨덧옷","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","48","72","","방어구","55","전체","전체","0","0","","45Ƽ"
"642293","190030","5","맹세의 섬기는 갑옷","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","64","95","","방어구","55","전체","전체","0","0","","45Ƽ"
"642294","150045","5","맹세의 섬기는 바지","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","60","89","","방어구","55","전체","전체","0","0","","45Ƽ"
"642295","70044","5","맹세의 섬기는 허리띠","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","방어구","55","전체","전체","0","0","","45Ƽ"
"642296","110044","5","맹세의 섬기는 손보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","32","48","","방어구","55","전체","전체","0","0","","45Ƽ"
"642297","90045","5","맹세의 섬기는 장화","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","36","54","","방어구","55","전체","전체","0","0","","45Ƽ"
"650081","130306","6","영광의 숭고한 투구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","전체","전체","0","0","","45"
"650082","170305","6","영광의 숭고한 어깨덧옷","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","전체","전체","0","0","","45"
"650083","190330","6","영광의 숭고한 가슴보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","전체","전체","0","0","","45"
"650084","150305","6","영광의 숭고한 다리갑옷","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","전체","전체","0","0","","45"
"650085","70305","6","영광의 숭고한 요대","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","전체","전체","0","0","","45"
"650086","110305","6","영광의 숭고한 손보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","전체","전체","0","0","","45"
"650087","90306","6","영광의 숭고한 장화","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","전체","전체","0","0","","45"
"541021","130263","5","모험가의 정교한 투구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","52","78","","방어구","55","전체","전체","0","0","","45Ƽ"
"541022","170262","5","모험가의 정교한 어깨덧대","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","48","72","","방어구","55","전체","전체","0","0","","45Ƽ"
"541023","190281","5","모험가의 정교한 가슴보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","64","95","","방어구","55","전체","전체","0","0","","45Ƽ"
"541024","150262","5","모험가의 정교한 하의","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","60","89","","방어구","55","전체","전체","0","0","","45Ƽ"
"541025","70262","5","모험가의 정교한 허리끈","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","방어구","55","전체","전체","0","0","","45Ƽ"
"541026","110262","5","모험가의 정교한 손가리개","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","32","48","","방어구","55","전체","전체","0","0","","45Ƽ"
"541027","90263","5","모험가의 정교한 발보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","36","54","","방어구","55","전체","전체","0","0","","45Ƽ"
"541041","130263","5","모험가의 정확한 머리보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","52","78","","방어구","55","전체","전체","0","0","","45Ƽ"
"541042","170262","5","모험가의 정확한 어깨덧옷","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","48","72","","방어구","55","전체","전체","0","0","","45Ƽ"
"541043","190281","5","모험가의 정확한 흉갑","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","64","95","","방어구","55","전체","전체","0","0","","45Ƽ"
"541044","150262","5","모험가의 정확한 각반","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","60","89","","방어구","55","전체","전체","0","0","","45Ƽ"
"541045","70262","5","모험가의 정확한 혁대","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","방어구","55","전체","전체","0","0","","45Ƽ"
"541046","110262","5","모험가의 정확한 손가리개","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","32","48","","방어구","55","전체","전체","0","0","","45Ƽ"
"541047","90263","5","모험가의 정확한 발보호대","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","36","54","","방어구","55","전체","전체","0","0","","45Ƽ"
"541081","130272","5","원한의 정확한 투구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","52","78","","방어구","55","전체","전체","0","0","","45Ƽ"
"541082","170271","5","원한의 정확한 어깨덧대","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","48","72","","방어구","55","전체","전체","0","0","","45Ƽ"
"541083","190296","5","원한의 정확한 가슴보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","64","95","","방어구","55","전체","전체","0","0","","45Ƽ"
"541084","150271","5","원한의 정확한 각반","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","60","89","","방어구","55","전체","전체","0","0","","45Ƽ"
"541085","70271","5","원한의 정확한 요대","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","방어구","55","전체","전체","0","0","","45Ƽ"
"541086","110271","5","원한의 정확한 장갑","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","32","48","","방어구","55","전체","전체","0","0","","45Ƽ"
"541087","90272","5","원한의 정확한 발보호대","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","36","54","","방어구","55","전체","전체","0","0","","45Ƽ"
"541101","130272","5","원한의 정교한 머리보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","52","78","","방어구","55","전체","전체","0","0","","45Ƽ"
"541102","170271","5","원한의 정교한 어깨보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","48","72","","방어구","55","전체","전체","0","0","","45Ƽ"
"541103","190296","5","원한의 정교한 흉갑","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","64","95","","방어구","55","전체","전체","0","0","","45Ƽ"
"541104","150271","5","원한의 정교한 각반","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","60","89","","방어구","55","전체","전체","0","0","","45Ƽ"
"541105","70271","5","원한의 정교한 허리띠","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","방어구","55","전체","전체","0","0","","45Ƽ"
"541106","110271","5","원한의 정교한 손가리개","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","32","48","","방어구","55","전체","전체","0","0","","45Ƽ"
"541107","90272","5","원한의 정교한 발보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","36","54","","방어구","55","전체","전체","0","0","","45Ƽ"
"541141","130097","5","맹세의 꼼꼼한 투구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","52","78","","방어구","55","전체","전체","0","0","","45Ƽ"
"541142","170096","5","맹세의 꼼꼼한 어깨보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","48","72","","방어구","55","전체","전체","0","0","","45Ƽ"
"541143","190102","5","맹세의 꼼꼼한 흉갑","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","64","95","","방어구","55","전체","전체","0","0","","45Ƽ"
"541144","150098","5","맹세의 꼼꼼한 각반","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","60","89","","방어구","55","전체","전체","0","0","","45Ƽ"
"541145","70097","5","맹세의 꼼꼼한 혁대","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","방어구","55","전체","전체","0","0","","45Ƽ"
"541146","110097","5","맹세의 꼼꼼한 손가리개","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","32","48","","방어구","55","전체","전체","0","0","","45Ƽ"
"541147","90098","5","맹세의 꼼꼼한 신발","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","36","54","","방어구","55","전체","전체","0","0","","45Ƽ"
"541161","130097","5","맹세의 신중한 투구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","52","78","","방어구","55","전체","전체","0","0","","45Ƽ"
"541162","170096","5","맹세의 신중한 어깨덧대","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","48","72","","방어구","55","전체","전체","0","0","","45Ƽ"
"541163","190102","5","맹세의 신중한 가슴보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","64","95","","방어구","55","전체","전체","0","0","","45Ƽ"
"541164","150098","5","맹세의 신중한 하의","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","60","89","","방어구","55","전체","전체","0","0","","45Ƽ"
"541165","70097","5","맹세의 신중한 허리끈","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","28","42","","방어구","55","전체","전체","0","0","","45Ƽ"
"541166","110097","5","맹세의 신중한 손가리개","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","32","48","","방어구","55","전체","전체","0","0","","45Ƽ"
"541167","90098","5","맹세의 신중한 신발","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","36","54","","방어구","55","전체","전체","0","0","","45Ƽ"
"550081","130096","6","영광의 치밀한 투구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","전체","전체","0","0","","45"
"550082","170095","6","영광의 치밀한 어깨덧옷","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","전체","전체","0","0","","45"
"550083","190101","6","영광의 치밀한 흉갑","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","전체","전체","0","0","","45"
"550084","150097","6","영광의 치밀한 다리갑옷","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","전체","전체","0","0","","45"
"550085","70096","6","영광의 치밀한 요대","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","전체","전체","0","0","","45"
"550086","110096","6","영광의 치밀한 손보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","전체","전체","0","0","","45"
"550087","90097","6","영광의 치밀한 발보호구","55","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","","","","방어구","55","전체","전체","0","0","","45"
"530781","130092","4","배신자의 탐험대 머리가리개","50","44","방어구","44레벨 이상 착용 가능","방어력 376,민첩 36,체력 31,기술력 36","판매가능","파괴가능","습득 시 귀속됨","20","89","","방어구","50","전체","전체","0","0","","44"
"530782","170091","4","받아채는 바람나래 어깨덧대","50","44","방어구","44레벨 이상 착용 가능","방어력 347,회피율 7,민첩 36,체력 29","판매가능","파괴가능","습득 시 귀속됨","19","28","","방어구","50","전체","전체","0","0","","44"
"530783","190098","4","복수자의 흑단매듭 가슴받이","50","44","방어구","44레벨 이상 착용 가능","방어력 463,회피율 15,민첩 39,체력 44","판매가능","파괴가능","습득 시 귀속됨","25","71","","방어구","50","전체","전체","0","0","","44"
"530784","150093","4","사악한 정령결속사 바지","50","44","방어구","44레벨 이상 착용 가능","방어력 434,회피율 26,민첩 36,체력 41","판매가능","파괴가능","습득 시 귀속됨","24","11","","방어구","50","전체","전체","0","0","","44"
"530785","70092","4","암습의 사육자 허리띠","50","44","방어구","44레벨 이상 착용 가능","방어력 203,민첩 37,체력 19,기술력 19","판매가능","파괴가능","습득 시 귀속됨","11","25","","방어구","50","전체","전체","0","0","","44"
"530786","110092","4","기습의 폭풍인도자 손가리개","50","44","방어구","44레벨 이상 착용 가능","방어력 231,민첩 23,체력 27,기술력 27","판매가능","파괴가능","습득 시 귀속됨","12","86","","방어구","50","전체","전체","0","0","","44"
"530787","90093","4","날카로운 바람맞이 발보호대","50","44","방어구","44레벨 이상 착용 가능","방어력 260,민첩 30,체력 36","판매가능","파괴가능","습득 시 귀속됨","14","46","","방어구","50","전체","전체","0","0","","44"
"530801","130093","4","급습의 싹쓸바람 머리가리개","50","45","방어구","45레벨 이상 착용 가능","방어력 452,민첩 47,체력 41,기술력 47","판매가능","파괴가능","습득 시 귀속됨","20","89","","방어구","50","전체","전체","0","0","","45"
"530802","170092","4","그림자 강철매듭 어깨덮개","50","45","방어구","45레벨 이상 착용 가능","방어력 417,회피율 9,민첩 47,체력 37","판매가능","파괴가능","습득 시 귀속됨","19","28","","방어구","50","전체","전체","0","0","","45"
"530803","190028","4","격렬한 도살자 상의","50","45","방어구","45레벨 이상 착용 가능","방어력 556,회피율 19,민첩 51,체력 58","판매가능","파괴가능","습득 시 귀속됨","25","71","","방어구","50","전체","전체","0","0","","45"
"530804","150094","4","변덕스러운 피결속자 각반","50","45","방어구","45레벨 이상 착용 가능","방어력 522,회피율 34,민첩 47,체력 54","판매가능","파괴가능","습득 시 귀속됨","24","11","","방어구","50","전체","전체","0","0","","45"
"530805","70093","4","기습의 바다나래 허리띠","50","45","방어구","45레벨 이상 착용 가능","방어력 243,민첩 49,체력 24,기술력 24","판매가능","파괴가능","습득 시 귀속됨","11","25","","방어구","50","전체","전체","0","0","","45"
"530806","110093","4","간사한 도마뱀붙이 손보호구","50","45","방어구","45레벨 이상 착용 가능","방어력 278,민첩 30,체력 36,기술력 36","판매가능","파괴가능","습득 시 귀속됨","12","86","","방어구","50","전체","전체","0","0","","45"
"530807","90094","4","복수자의 늪지걸이 발보호대","50","45","방어구","45레벨 이상 착용 가능","방어력 313,민첩 39,체력 47","판매가능","파괴가능","습득 시 귀속됨","14","46","","방어구","50","전체","전체","0","0","","45"
"540851","130256","5","탐험가의 은밀한 머리보호구","50","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","44","77","","방어구","50","전체","전체","0","0","","45"
"540852","170255","5","탐험가의 은밀한 견갑","50","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","41","33","","방어구","50","전체","전체","0","0","","45"
"540853","190274","5","탐험가의 은밀한 가슴보호구","50","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","55","10","","방어구","50","전체","전체","0","0","","45"
"540854","150255","5","탐험가의 은밀한 각반","50","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","51","66","","방어구","50","전체","전체","0","0","","45"
"540855","70255","5","탐험가의 은밀한 허리띠","50","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","24","11","","방어구","50","전체","전체","0","0","","45"
"540856","110255","5","탐험가의 은밀한 장갑","50","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","27","55","","방어구","50","전체","전체","0","0","","45"
"540857","90256","5","탐험가의 은밀한 발보호구","50","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","31","0","","방어구","50","전체","전체","0","0","","45"
"540871","130256","5","탐험가의 신속한 머리보호구","50","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","44","77","","방어구","50","전체","전체","0","0","","45"
"540872","170255","5","탐험가의 신속한 어깨덧옷","50","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","41","33","","방어구","50","전체","전체","0","0","","45"
"540873","190274","5","탐험가의 신속한 흉갑","50","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","55","10","","방어구","50","전체","전체","0","0","","45"
"540874","150255","5","탐험가의 신속한 다리보호구","50","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","51","66","","방어구","50","전체","전체","0","0","","45"
"540875","70255","5","탐험가의 신속한 장식끈","50","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","24","11","","방어구","50","전체","전체","0","0","","45"
"540876","110255","5","탐험가의 신속한 손가리개","50","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","27","55","","방어구","50","전체","전체","0","0","","45"
"540877","90256","5","탐험가의 신속한 발보호대","50","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","31","0","","방어구","50","전체","전체","0","0","","45"
"540911","130280","5","차원의 신속한 투구","50","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","44","77","","방어구","50","전체","전체","0","0","","45"
"540912","170279","5","차원의 신속한 어깨보호대","50","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","41","33","","방어구","50","전체","전체","0","0","","45"
"540913","190304","5","차원의 신속한 흉갑","50","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","55","10","","방어구","50","전체","전체","0","0","","45"
"540914","150279","5","차원의 신속한 바지","50","45","방어구","45레벨 이상 착용 가능","","판매가능","파괴가능","습득 시 귀속됨","51","66","","방어구","50","전체","전체","0","0","","45"
